"county","region","year","quarter","month","yearandmonth","homicide_conv","offences_against_the_person_conv","sexual_offences_conv","burglary_conv","robbery_conv","theft_and_handling_conv","fraud_and_forgery_conv","criminal_damage_conv","drugs_offences_conv","public_order_offences_conv","all_other_offences__excluding_motoring__conv","motoring_offences_conv"
"Durham","North","2018","Q1 2018","mar",2018-03-01,0,113,2,18,4,105,7,32,9,27,2,89
"Dyfed Powys","West","2018","Q1 2018","mar",2018-03-01,0,68,6,4,0,24,5,18,25,22,0,69
"Essex","East","2018","Q1 2018","mar",2018-03-01,4,227,35,30,14,136,20,24,73,36,8,213
"Gloucestershire","West","2018","Q1 2018","mar",2018-03-01,2,74,2,4,0,43,7,11,24,6,3,70
"GreaterManchester","North","2018","Q1 2018","mar",2018-03-01,3,452,92,44,29,140,26,69,96,114,36,331
"Gwent","West","2018","Q1 2018","mar",2018-03-01,0,71,8,7,1,54,11,18,29,27,7,74
"Hampshire","South","2018","Q1 2018","mar",2018-03-01,2,274,26,19,1,192,17,34,63,76,15,186
"Hertfordshire","East","2018","Q1 2018","mar",2018-03-01,0,151,3,25,4,129,31,23,59,34,11,130
"Humberside","North","2018","Q1 2018","mar",2018-03-01,2,167,7,30,4,130,13,36,47,33,11,97
"Kent","South","2018","Q1 2018","mar",2018-03-01,7,272,22,31,10,130,25,33,97,51,39,206
"Lancashire","North","2018","Q1 2018","mar",2018-03-01,4,255,9,50,27,203,19,47,64,116,15,233
"Leicestershire","East","2018","Q1 2018","mar",2018-03-01,3,178,17,26,4,124,19,22,38,26,10,132
"Lincolnshire","East","2018","Q1 2018","mar",2018-03-01,0,129,5,15,1,77,12,25,34,33,5,139
"Merseyside","North","2018","Q1 2018","mar",2018-03-01,1,269,26,19,8,153,17,58,177,55,10,244
"Metropolitan and City","South","2018","Q1 2018","mar",2018-03-01,18,1279,108,140,84,640,173,176,826,390,202,979
"Norfolk","East","2018","Q1 2018","mar",2018-03-01,2,154,10,7,7,91,12,42,43,66,4,146
"Northamptonshire","East","2018","Q1 2018","mar",2018-03-01,2,108,4,9,3,53,9,21,24,25,10,74
"Northumbria","North","2018","Q1 2018","mar",2018-03-01,0,236,32,33,4,293,24,60,61,121,10,187
"North Wales","North","2018","Q1 2018","mar",2018-03-01,1,167,15,14,4,75,6,27,35,43,8,113
"North Yorkshire","Nortth","2018","Q1 2018","mar",2018-03-01,1,112,4,11,1,91,12,23,37,55,8,98
"Nottinghamshire","East","2018","Q1 2018","mar",2018-03-01,0,232,30,26,11,195,20,41,115,74,16,124
"South Wales","West","2018","Q1 2018","mar",2018-03-01,4,277,16,32,4,184,30,63,117,111,22,205
"South Yorkshire","North","2018","Q1 2018","mar",2018-03-01,2,183,14,33,9,114,13,34,56,63,11,100
"Staffordshire","West","2018","Q1 2018","mar",2018-03-01,2,146,13,11,5,129,13,35,53,53,26,140
"Suffolk","East","2018","Q1 2018","mar",2018-03-01,1,97,6,6,2,44,5,10,42,31,3,83
"Surrey","South","2018","Q1 2018","mar",2018-03-01,0,117,17,10,0,51,10,14,33,25,10,124
"Sussex","South","2018","Q1 2018","mar",2018-03-01,0,212,29,16,1,104,18,20,69,34,11,181
"Thames Valley","South","2018","Q1 2018","mar",2018-03-01,6,284,35,29,7,175,22,55,116,70,13,302
"Warwickshire","West","2018","Q1 2018","mar",2018-03-01,2,68,9,7,8,29,3,5,20,9,4,61
"West Mercia","West","2018","Q1 2018","mar",2018-03-01,1,179,21,15,9,117,11,31,43,45,8,184
"West Midlands","West","2018","Q1 2018","mar",2018-03-01,6,574,40,56,29,455,50,99,223,272,54,319
"West Yorkshire","North","2018","Q1 2018","mar",2018-03-01,3,439,74,59,27,233,18,96,88,109,28,288
"Wiltshire","West","2018","Q1 2018","mar",2018-03-01,0,83,8,11,1,82,14,17,26,14,2,69
"National","All","2018","Q3 2018","jul",2018-07-01,125,10140,1026,1183,378,6102,860,1862,3573,3076,740,6743
"Avon and Somerset","West","2018","Q3 2018","jul",2018-07-01,4,275,70,34,4,153,26,55,72,84,11,166
"Bedfordshire","East","2018","Q3 2018","jul",2018-07-01,0,94,5,14,13,59,9,19,33,19,5,82
"Cambridgeshire","East","2018","Q3 2018","jul",2018-07-01,3,108,10,11,2,60,8,23,22,23,6,81
"Cheshire","North","2018","Q3 2018","jul",2018-07-01,2,250,25,22,6,111,17,39,83,109,10,199
"Cleveland","North","2018","Q3 2018","jul",2018-07-01,0,138,7,33,2,200,8,38,49,62,12,76
"Cumbria","North","2018","Q3 2018","jul",2018-07-01,2,95,2,6,2,71,3,18,29,37,7,74
"Derbyshire","East","2018","Q3 2018","jul",2018-07-01,1,160,8,21,1,124,11,43,44,50,4,106
"Devon and Cornwall","West","2018","Q3 2018","jul",2018-07-01,4,208,10,15,7,102,16,42,66,72,8,165
"Dorset","West","2018","Q3 2018","jul",2018-07-01,0,137,8,12,3,46,6,28,32,42,5,79
"Durham","North","2018","Q3 2018","jul",2018-07-01,0,115,5,16,1,100,10,25,16,43,1,89
"Dyfed Powys","West","2018","Q3 2018","jul",2018-07-01,1,70,3,6,0,40,2,13,23,14,5,61
"Essex","East","2018","Q3 2018","jul",2018-07-01,1,223,38,31,10,125,18,43,58,46,14,190
"Gloucestershire","West","2018","Q3 2018","jul",2018-07-01,4,89,2,22,2,58,7,9,25,10,3,60
"GreaterManchester","North","2018","Q3 2018","jul",2018-07-01,5,505,80,54,27,172,22,86,96,164,35,278
"Gwent","West","2018","Q3 2018","jul",2018-07-01,3,94,8,15,3,84,3,21,45,38,9,60
"Hampshire","South","2018","Q3 2018","jul",2018-07-01,1,310,23,27,10,210,21,51,70,67,8,174
"Hertfordshire","East","2018","Q3 2018","jul",2018-07-01,2,186,11,22,4,166,32,28,64,55,15,130
"Humberside","North","2018","Q3 2018","jul",2018-07-01,0,148,15,24,9,119,10,40,61,49,8,90
"Kent","South","2018","Q3 2018","jul",2018-07-01,4,328,29,35,4,127,30,56,72,56,26,149
"Lancashire","North","2018","Q3 2018","jul",2018-07-01,3,269,26,50,13,216,23,67,96,128,17,276
"Leicestershire","East","2018","Q3 2018","jul",2018-07-01,0,180,28,27,6,64,14,41,31,44,9,96
"Lincolnshire","East","2018","Q3 2018","jul",2018-07-01,2,131,6,14,3,109,8,32,32,45,16,104
"Merseyside","North","2018","Q3 2018","jul",2018-07-01,2,306,39,20,6,155,14,58,147,61,15,236
"Metropolitan and City","South","2018","Q3 2018","jul",2018-07-01,15,1612,139,180,82,711,203,241,922,447,178,925
"Norfolk","East","2018","Q3 2018","jul",2018-07-01,1,163,14,10,7,99,9,32,60,92,11,113
"Northamptonshire","East","2018","Q3 2018","jul",2018-07-01,4,86,3,9,7,54,15,8,22,26,11,78
"Northumbria","North","2018","Q3 2018","jul",2018-07-01,2,246,50,55,12,267,23,61,69,107,20,216
"North Wales","North","2018","Q3 2018","jul",2018-07-01,6,151,9,17,4,93,10,29,59,71,6,116
"North Yorkshire","Nortth","2018","Q3 2018","jul",2018-07-01,3,113,8,19,1,99,6,27,26,55,7,85
"Nottinghamshire","East","2018","Q3 2018","jul",2018-07-01,1,237,33,17,15,196,21,50,100,87,20,149
"South Wales","West","2018","Q3 2018","jul",2018-07-01,4,325,36,42,10,255,12,65,174,128,29,203
"South Yorkshire","North","2018","Q3 2018","jul",2018-07-01,3,226,7,42,13,200,22,63,61,83,8,152
"Staffordshire","West","2018","Q3 2018","jul",2018-07-01,3,185,16,25,7,122,15,31,72,51,13,119
"Suffolk","East","2018","Q3 2018","jul",2018-07-01,1,99,8,12,0,40,11,23,47,28,2,75
"Surrey","South","2018","Q3 2018","jul",2018-07-01,0,118,20,19,2,51,17,18,43,28,10,109
"Sussex","South","2018","Q3 2018","jul",2018-07-01,0,239,26,13,7,73,13,33,67,46,11,181
"Thames Valley","South","2018","Q3 2018","jul",2018-07-01,2,353,31,42,10,246,45,57,121,77,25,306
"Warwickshire","West","2018","Q3 2018","jul",2018-07-01,0,90,10,18,3,51,13,10,18,26,5,58
"West Mercia","West","2018","Q3 2018","jul",2018-07-01,3,207,25,12,3,126,16,33,65,66,10,195
"West Midlands","West","2018","Q3 2018","jul",2018-07-01,17,688,69,63,39,459,59,95,213,219,71,298
"West Yorkshire","North","2018","Q3 2018","jul",2018-07-01,16,490,56,49,12,227,26,94,139,97,42,284
"Wiltshire","West","2018","Q3 2018","jul",2018-07-01,0,93,8,8,6,62,6,17,29,24,12,60
"National","All","2018","Q3 2018","aug",2018-08-01,54,10056,994,1099,370,6192,867,1767,3465,3296,739,7167
"Avon and Somerset","West","2018","Q3 2018","aug",2018-08-01,2,255,41,29,8,140,25,60,53,75,14,184
"Bedfordshire","East","2018","Q3 2018","aug",2018-08-01,0,115,4,8,6,68,7,9,17,19,5,97
"Cambridgeshire","East","2018","Q3 2018","aug",2018-08-01,1,108,13,12,0,65,9,17,23,23,6,70
"Cheshire","North","2018","Q3 2018","aug",2018-08-01,3,263,18,17,7,145,15,40,103,123,12,230
"Cleveland","North","2018","Q3 2018","aug",2018-08-01,1,118,10,22,7,175,15,30,48,46,7,55
"Cumbria","North","2018","Q3 2018","aug",2018-08-01,0,102,3,8,5,71,7,19,19,21,4,99
"Derbyshire","East","2018","Q3 2018","aug",2018-08-01,0,173,13,17,10,131,18,31,51,62,11,100
"Devon and Cornwall","West","2018","Q3 2018","aug",2018-08-01,1,195,8,33,2,111,7,37,56,72,8,178
"Dorset","West","2018","Q3 2018","aug",2018-08-01,1,132,17,8,3,68,5,24,41,53,11,96
"Durham","North","2018","Q3 2018","aug",2018-08-01,0,134,7,19,2,139,6,22,14,24,7,103
"Dyfed Powys","West","2018","Q3 2018","aug",2018-08-01,1,74,7,3,0,46,1,14,39,26,4,66
"Essex","East","2018","Q3 2018","aug",2018-08-01,4,283,32,25,7,116,18,42,73,64,19,188
"Gloucestershire","West","2018","Q3 2018","aug",2018-08-01,0,69,4,2,1,47,5,16,18,23,2,54
"GreaterManchester","North","2018","Q3 2018","aug",2018-08-01,2,493,71,51,38,171,26,76,106,168,34,367
"Gwent","West","2018","Q3 2018","aug",2018-08-01,0,103,7,18,2,100,5,20,39,36,11,77
"Hampshire","South","2018","Q3 2018","aug",2018-08-01,0,276,35,24,7,150,19,50,49,57,14,209
"Hertfordshire","East","2018","Q3 2018","aug",2018-08-01,1,150,10,18,6,152,17,29,54,35,6,114
"Humberside","North","2018","Q3 2018","aug",2018-08-01,1,173,11,19,6,129,8,40,52,48,3,95
"Kent","South","2018","Q3 2018","aug",2018-08-01,1,279,21,41,10,139,29,62,77,59,21,160
"Lancashire","North","2018","Q3 2018","aug",2018-08-01,2,264,8,39,9,195,24,58,68,126,32,257
"Leicestershire","East","2018","Q3 2018","aug",2018-08-01,2,205,18,18,10,70,17,31,31,53,9,100
"Lincolnshire","East","2018","Q3 2018","aug",2018-08-01,1,122,9,19,1,91,15,29,43,55,6,133
"Merseyside","North","2018","Q3 2018","aug",2018-08-01,5,321,37,18,15,176,22,49,177,104,16,266
"Metropolitan and City","South","2018","Q3 2018","aug",2018-08-01,9,1455,141,175,73,687,210,198,904,457,192,850
"Norfolk","East","2018","Q3 2018","aug",2018-08-01,0,175,4,11,3,100,22,26,41,82,6,120
"Northamptonshire","East","2018","Q3 2018","aug",2018-08-01,1,117,9,14,4,54,3,29,23,26,13,98
"Northumbria","North","2018","Q3 2018","aug",2018-08-01,3,257,51,37,5,301,26,63,73,154,21,214
"North Wales","North","2018","Q3 2018","aug",2018-08-01,2,152,13,11,4,87,7,22,43,53,4,125
"North Yorkshire","Nortth","2018","Q3 2018","aug",2018-08-01,2,139,4,16,0,127,12,24,30,63,9,128
"Nottinghamshire","East","2018","Q3 2018","aug",2018-08-01,1,238,56,23,4,165,15,49,104,114,16,144
"South Wales","West","2018","Q3 2018","aug",2018-08-01,0,359,39,38,11,252,26,72,130,137,17,226
"South Yorkshire","North","2018","Q3 2018","aug",2018-08-01,1,266,15,50,5,195,12,57,69,79,20,162
"Staffordshire","West","2018","Q3 2018","aug",2018-08-01,1,210,14,35,8,136,24,41,65,55,11,156
"Suffolk","East","2018","Q3 2018","aug",2018-08-01,0,127,7,11,2,40,6,28,45,30,3,72
"Surrey","South","2018","Q3 2018","aug",2018-08-01,0,124,16,19,1,67,20,23,48,23,10,117
"Sussex","South","2018","Q3 2018","aug",2018-08-01,0,226,24,19,2,108,14,22,69,65,17,216
"Thames Valley","South","2018","Q3 2018","aug",2018-08-01,3,278,31,32,10,170,36,51,124,91,31,313
"Warwickshire","West","2018","Q3 2018","aug",2018-08-01,0,58,8,9,2,55,7,14,22,20,1,69
"West Mercia","West","2018","Q3 2018","aug",2018-08-01,0,198,12,15,1,150,18,45,64,70,25,222
"West Midlands","West","2018","Q3 2018","aug",2018-08-01,2,663,76,53,35,467,49,92,202,231,50,311
"West Yorkshire","North","2018","Q3 2018","aug",2018-08-01,0,495,62,52,36,253,31,80,129,141,26,252
"Wiltshire","West","2018","Q3 2018","aug",2018-08-01,0,112,8,11,2,83,9,26,29,33,5,74
"National","All","2018","Q3 2018","sep",2018-09-01,89,9663,1024,1139,346,5895,816,1673,3373,3185,716,6867
"Avon and Somerset","West","2018","Q3 2018","sep",2018-09-01,2,260,48,34,5,147,23,32,78,73,18,178
"Bedfordshire","East","2018","Q3 2018","sep",2018-09-01,0,74,6,14,2,59,10,9,18,15,6,90
"Cambridgeshire","East","2018","Q3 2018","sep",2018-09-01,1,89,13,12,4,71,15,22,31,32,9,98
"Cheshire","North","2018","Q3 2018","sep",2018-09-01,0,262,18,19,2,109,10,32,70,128,9,178
"Cleveland","North","2018","Q3 2018","sep",2018-09-01,0,104,12,18,6,175,10,24,65,36,10,69
"Cumbria","North","2018","Q3 2018","sep",2018-09-01,0,85,2,6,1,63,4,22,29,30,4,75
"Derbyshire","East","2018","Q3 2018","sep",2018-09-01,1,170,13,21,5,120,10,40,54,44,14,99
"Devon and Cornwall","West","2018","Q3 2018","sep",2018-09-01,4,187,10,18,4,99,7,34,50,67,10,153
"Dorset","West","2018","Q3 2018","sep",2018-09-01,1,128,10,13,3,80,8,25,31,63,12,115
"Durham","North","2018","Q3 2018","sep",2018-09-01,0,104,2,17,2,89,4,25,16,26,6,70
"Dyfed Powys","West","2018","Q3 2018","sep",2018-09-01,0,58,0,6,1,48,2,22,38,22,4,74
"Essex","East","2018","Q3 2018","sep",2018-09-01,4,237,49,28,6,112,22,41,62,47,6,189
"Gloucestershire","West","2018","Q3 2018","sep",2018-09-01,1,73,1,13,2,46,3,18,31,18,2,58
"GreaterManchester","North","2018","Q3 2018","sep",2018-09-01,12,490,64,55,37,151,20,82,81,141,32,286
"Gwent","West","2018","Q3 2018","sep",2018-09-01,0,78,8,8,0,83,10,18,47,30,4,65
"Hampshire","South","2018","Q3 2018","sep",2018-09-01,1,296,35,34,7,159,17,40,56,68,19,184
"Hertfordshire","East","2018","Q3 2018","sep",2018-09-01,1,163,8,25,3,138,20,26,55,39,8,128
"Humberside","North","2018","Q3 2018","sep",2018-09-01,0,175,11,14,7,129,13,36,40,63,13,67
"Kent","South","2018","Q3 2018","sep",2018-09-01,4,310,24,23,12,139,38,63,80,56,28,162
"Lancashire","North","2018","Q3 2018","sep",2018-09-01,0,254,22,36,8,244,19,55,60,106,17,231
"Leicestershire","East","2018","Q3 2018","sep",2018-09-01,1,178,28,26,5,72,11,21,43,49,11,124
"Lincolnshire","East","2018","Q3 2018","sep",2018-09-01,1,125,3,17,0,87,8,24,33,37,11,124
"Merseyside","North","2018","Q3 2018","sep",2018-09-01,0,305,32,14,4,179,16,33,176,107,14,225
"Metropolitan and City","South","2018","Q3 2018","sep",2018-09-01,12,1363,142,158,87,687,175,210,917,426,175,964
"Norfolk","East","2018","Q3 2018","sep",2018-09-01,0,158,5,14,4,103,14,45,54,89,6,134
"Northamptonshire","East","2018","Q3 2018","sep",2018-09-01,0,126,8,9,0,54,5,15,22,21,4,95
"Northumbria","North","2018","Q3 2018","sep",2018-09-01,2,242,52,49,9,231,23,66,58,157,12,185
"North Wales","North","2018","Q3 2018","sep",2018-09-01,0,187,14,22,2,108,5,24,32,67,7,138
"North Yorkshire","Nortth","2018","Q3 2018","sep",2018-09-01,1,112,10,22,0,88,10,22,30,50,15,124
"Nottinghamshire","East","2018","Q3 2018","sep",2018-09-01,4,247,28,23,9,150,16,44,87,69,12,139
"South Wales","West","2018","Q3 2018","sep",2018-09-01,2,382,27,27,6,252,24,61,114,146,14,225
"South Yorkshire","North","2018","Q3 2018","sep",2018-09-01,3,209,14,40,25,157,24,48,74,88,13,167
"Staffordshire","West","2018","Q3 2018","sep",2018-09-01,0,194,24,18,5,123,19,34,61,56,18,129
"Suffolk","East","2018","Q3 2018","sep",2018-09-01,2,94,8,5,8,62,7,19,43,41,6,84
"Surrey","South","2018","Q3 2018","sep",2018-09-01,3,129,21,13,1,57,13,21,18,20,10,95
"Sussex","South","2018","Q3 2018","sep",2018-09-01,0,257,28,18,5,90,18,25,71,55,10,180
"Thames Valley","South","2018","Q3 2018","sep",2018-09-01,4,333,46,58,7,233,36,73,98,81,32,318
"Warwickshire","West","2018","Q3 2018","sep",2018-09-01,0,65,9,13,3,42,10,9,21,19,4,78
"West Mercia","West","2018","Q3 2018","sep",2018-09-01,6,220,20,25,4,112,16,41,56,75,11,190
"West Midlands","West","2018","Q3 2018","sep",2018-09-01,11,609,66,63,30,446,59,89,211,253,69,280
"West Yorkshire","North","2018","Q3 2018","sep",2018-09-01,5,446,71,84,15,243,34,70,137,154,24,236
"Wiltshire","West","2018","Q3 2018","sep",2018-09-01,0,85,12,7,0,58,8,13,25,21,7,64
"National","All","2018","Q4 2018","oct",2018-10-01,105,9580,1043,1161,302,6391,874,1694,3583,3081,747,7287
"Avon and Somerset","West","2018","Q4 2018","oct",2018-10-01,2,277,54,21,9,150,21,57,110,70,8,180
"Bedfordshire","East","2018","Q4 2018","oct",2018-10-01,1,76,4,10,9,74,10,23,36,25,8,79
"Cambridgeshire","East","2018","Q4 2018","oct",2018-10-01,4,128,11,13,6,73,17,26,22,19,4,78
"Cheshire","North","2018","Q4 2018","oct",2018-10-01,1,205,23,19,3,157,22,25,71,107,15,221
"Cleveland","North","2018","Q4 2018","oct",2018-10-01,4,104,11,35,3,200,10,26,40,48,9,73
"Cumbria","North","2018","Q4 2018","oct",2018-10-01,0,118,5,6,0,69,3,24,37,41,7,74
"Derbyshire","East","2018","Q4 2018","oct",2018-10-01,1,174,9,17,5,130,12,31,46,48,12,135
"Devon and Cornwall","West","2018","Q4 2018","oct",2018-10-01,3,190,12,30,8,130,12,41,59,71,11,205
"Dorset","West","2018","Q4 2018","oct",2018-10-01,2,156,9,10,0,78,11,19,51,44,12,118
"Durham","North","2018","Q4 2018","oct",2018-10-01,2,109,7,13,2,123,11,25,12,20,8,79
"Dyfed Powys","West","2018","Q4 2018","oct",2018-10-01,1,65,12,7,0,33,4,16,19,22,2,88
"Essex","East","2018","Q4 2018","oct",2018-10-01,6,259,47,30,3,122,19,50,71,39,10,198
"Gloucestershire","West","2018","Q4 2018","oct",2018-10-01,1,69,6,9,0,60,5,12,38,20,3,61
"GreaterManchester","North","2018","Q4 2018","oct",2018-10-01,10,472,73,58,24,144,20,90,65,141,39,294
"Gwent","West","2018","Q4 2018","oct",2018-10-01,0,87,6,16,5,75,6,20,21,30,4,116
"Hampshire","South","2018","Q4 2018","oct",2018-10-01,0,307,25,31,8,229,26,39,64,80,17,228
"Hertfordshire","East","2018","Q4 2018","oct",2018-10-01,1,169,6,23,16,141,29,31,76,35,9,136
"Humberside","North","2018","Q4 2018","oct",2018-10-01,0,187,7,45,7,131,14,35,40,55,11,107
"Kent","South","2018","Q4 2018","oct",2018-10-01,8,253,34,46,2,142,29,48,72,76,21,164
"Lancashire","North","2018","Q4 2018","oct",2018-10-01,4,273,13,43,6,256,14,71,63,103,21,287
"Leicestershire","East","2018","Q4 2018","oct",2018-10-01,4,144,33,22,4,75,12,23,38,42,11,119
"Lincolnshire","East","2018","Q4 2018","oct",2018-10-01,0,140,6,16,2,121,11,23,45,29,9,135
"Merseyside","North","2018","Q4 2018","oct",2018-10-01,2,240,20,17,2,158,16,43,173,85,33,240
"Metropolitan and City","South","2018","Q4 2018","oct",2018-10-01,13,1373,136,160,59,741,226,196,960,460,199,1075
"Norfolk","East","2018","Q4 2018","oct",2018-10-01,0,161,14,12,0,104,11,40,69,66,12,118
"Northamptonshire","East","2018","Q4 2018","oct",2018-10-01,0,126,11,17,2,57,15,20,38,17,11,97
"Northumbria","North","2018","Q4 2018","oct",2018-10-01,2,297,51,39,4,209,41,67,69,164,17,186
"North Wales","North","2018","Q4 2018","oct",2018-10-01,1,165,17,12,1,77,5,24,50,57,6,119
"North Yorkshire","Nortth","2018","Q4 2018","oct",2018-10-01,1,131,12,19,3,101,3,25,32,47,7,94
"Nottinghamshire","East","2018","Q4 2018","oct",2018-10-01,3,221,47,20,13,172,13,39,116,83,28,169
"South Wales","West","2018","Q4 2018","oct",2018-10-01,2,317,35,36,7,252,11,52,133,122,14,193
"South Yorkshire","North","2018","Q4 2018","oct",2018-10-01,4,268,11,42,8,189,8,55,77,95,20,168
"Staffordshire","West","2018","Q4 2018","oct",2018-10-01,3,177,22,20,3,136,7,38,62,71,18,120
"Suffolk","East","2018","Q4 2018","oct",2018-10-01,0,96,11,6,1,47,7,22,47,34,5,95
"Surrey","South","2018","Q4 2018","oct",2018-10-01,0,131,12,13,1,68,12,19,37,23,9,118
"Sussex","South","2018","Q4 2018","oct",2018-10-01,1,210,27,25,4,122,21,35,72,45,3,204
"Thames Valley","South","2018","Q4 2018","oct",2018-10-01,4,320,46,47,11,232,27,49,114,103,25,287
"Warwickshire","West","2018","Q4 2018","oct",2018-10-01,1,64,2,7,5,56,10,11,13,17,3,54
"West Mercia","West","2018","Q4 2018","oct",2018-10-01,0,217,17,11,3,132,14,25,45,68,13,193
"West Midlands","West","2018","Q4 2018","oct",2018-10-01,6,593,56,73,31,501,60,85,238,213,51,298
"West Yorkshire","North","2018","Q4 2018","oct",2018-10-01,5,402,76,51,21,255,40,80,115,122,19,204
"Wiltshire","West","2018","Q4 2018","oct",2018-10-01,2,109,7,14,1,69,9,14,27,24,3,80
"National","All","2018","Q4 2018","dec",2018-12-01,80,8018,853,875,294,5134,721,1356,2940,2462,680,5954
"Avon and Somerset","West","2018","Q4 2018","dec",2018-12-01,0,203,48,26,7,126,19,38,61,64,10,137
"Bedfordshire","East","2018","Q4 2018","dec",2018-12-01,0,77,7,18,2,43,4,13,22,17,1,69
"Cambridgeshire","East","2018","Q4 2018","dec",2018-12-01,0,115,7,11,0,57,10,24,23,27,3,63
"Cheshire","North","2018","Q4 2018","dec",2018-12-01,1,206,22,18,8,126,7,41,61,77,11,190
"Cleveland","North","2018","Q4 2018","dec",2018-12-01,0,94,5,31,6,181,11,33,59,41,4,50
"Cumbria","North","2018","Q4 2018","dec",2018-12-01,1,101,4,1,1,60,5,11,22,35,5,77
"Derbyshire","East","2018","Q4 2018","dec",2018-12-01,1,129,8,13,3,120,11,21,42,44,16,82
"Devon and Cornwall","West","2018","Q4 2018","dec",2018-12-01,1,152,11,11,3,78,5,32,38,33,5,151
"Dorset","West","2018","Q4 2018","dec",2018-12-01,0,97,5,12,5,72,10,15,35,22,8,117
"Durham","North","2018","Q4 2018","dec",2018-12-01,3,81,2,18,1,80,4,19,8,26,3,58
"Dyfed Powys","West","2018","Q4 2018","dec",2018-12-01,0,42,9,4,0,24,1,14,31,16,3,46
"Essex","East","2018","Q4 2018","dec",2018-12-01,1,189,29,30,5,109,24,26,91,50,9,203
"Gloucestershire","West","2018","Q4 2018","dec",2018-12-01,1,57,3,10,1,37,3,11,17,13,4,38
"GreaterManchester","North","2018","Q4 2018","dec",2018-12-01,9,378,51,45,18,119,9,66,88,120,26,202
"Gwent","West","2018","Q4 2018","dec",2018-12-01,2,60,6,3,3,42,4,13,23,12,4,55
"Hampshire","South","2018","Q4 2018","dec",2018-12-01,2,225,20,27,7,171,35,42,71,71,16,178
"Hertfordshire","East","2018","Q4 2018","dec",2018-12-01,6,130,6,8,5,99,17,22,49,32,8,96
"Humberside","North","2018","Q4 2018","dec",2018-12-01,1,165,9,23,4,123,25,26,32,41,10,80
"Kent","South","2018","Q4 2018","dec",2018-12-01,0,230,16,14,2,149,29,39,72,50,21,157
"Lancashire","North","2018","Q4 2018","dec",2018-12-01,0,245,11,26,5,183,23,52,42,119,18,202
"Leicestershire","East","2018","Q4 2018","dec",2018-12-01,2,178,19,19,3,88,13,22,27,37,9,84
"Lincolnshire","East","2018","Q4 2018","dec",2018-12-01,3,89,3,4,1,91,10,12,33,34,13,107
"Merseyside","North","2018","Q4 2018","dec",2018-12-01,2,260,23,11,9,138,24,40,161,57,12,182
"Metropolitan and City","South","2018","Q4 2018","dec",2018-12-01,12,1092,145,149,65,637,174,145,758,350,188,952
"Norfolk","East","2018","Q4 2018","dec",2018-12-01,1,131,14,6,1,100,5,30,61,69,9,141
"Northamptonshire","East","2018","Q4 2018","dec",2018-12-01,2,105,2,6,4,40,6,21,19,25,14,75
"Northumbria","North","2018","Q4 2018","dec",2018-12-01,2,206,35,44,8,187,17,47,40,109,15,148
"North Wales","North","2018","Q4 2018","dec",2018-12-01,3,134,9,12,1,82,7,30,16,36,4,97
"North Yorkshire","Nortth","2018","Q4 2018","dec",2018-12-01,0,98,2,14,2,71,10,21,24,28,14,83
